epoch,aeroplane,cat,deer,dog,frog
1,75.98,10.24,39.22,59.88,57.72
2,73.7,14.82,59.46,49.9,72.04
3,84.48,6.78,50.8,77.06,59.9
4,94.12,21.82,42.76,20.24,55.12
5,90.44,0.0,29.86,5.5,73.64
6,83.28,36.14,53.4,40.9,41.4
7,0.0,0.5,99.18,0.0,0.0
8,100.0,0.0,0.0,0.0,0.0
9,100.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,100.0
11,0.0,0.0,0.0,100.0,0.0
12,78.12,0.0,0.0,30.94,85.88
13,76.76,29.96,0.0,29.9,82.54
14,0.0,99.98,0.0,0.0,0.02
15,73.78,0.0,64.02,60.52,47.9
