epoch,aeroplane,cat,deer,dog,frog
1,76.0,9.8,42.2,60.8,56.2
2,71.2,14.6,56.4,51.6,70.2
3,83.4,6.0,46.8,77.6,60.2
4,94.4,25.2,39.4,19.2,56.6
5,92.6,0.0,27.8,5.4,76.0
6,82.2,36.8,53.0,38.6,41.6
7,0.0,0.6,99.4,0.0,0.0
8,100.0,0.0,0.0,0.0,0.0
9,100.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,100.0
11,0.0,0.0,0.0,100.0,0.0
12,78.4,0.0,0.0,31.8,85.6
13,76.4,27.8,0.0,31.0,84.2
14,0.0,100.0,0.0,0.0,0.0
15,72.0,0.0,61.0,62.2,47.0
