epoch,aeroplane,cat,deer,dog,frog
1,73.82,28.76,13.98,32.5,88.58
2,83.44,85.54,48.5,15.42,39.68
3,80.78,49.24,41.86,32.78,90.42
4,89.16,46.66,77.54,53.08,82.2
5,88.54,53.9,68.92,71.94,84.32
6,85.32,74.56,67.46,59.46,86.06
7,84.22,83.66,64.6,58.56,64.9
8,94.6,60.86,52.56,79.26,84.0
9,91.4,39.98,83.5,84.16,62.84
10,90.5,79.48,84.76,55.54,74.24
11,87.74,59.48,68.26,66.62,91.88
12,72.34,44.68,78.32,85.56,91.58
13,91.52,76.4,73.14,72.52,84.98
