epoch,aeroplane,cat,deer,dog,frog
1,88.0,62.6,15.4,2.4,58.0
2,77.0,52.2,53.0,44.4,0.0
3,90.2,12.0,49.0,76.2,55.6
4,80.2,42.6,44.6,58.4,80.4
5,89.4,52.6,57.6,57.0,61.0
6,77.0,48.4,74.0,60.6,64.2
7,87.6,60.8,57.0,62.0,78.8
8,83.4,37.4,71.6,77.0,72.8
9,92.8,65.8,43.2,31.0,87.2
10,86.2,26.8,67.4,67.6,89.6
11,85.8,38.0,61.2,63.8,91.8
12,83.0,54.0,78.6,65.6,77.0
13,91.4,51.6,52.4,74.0,70.2
14,74.6,49.4,59.8,13.0,95.4
15,89.0,40.8,60.2,79.0,89.6
