epoch,aeroplane,cat,deer,dog,frog
1,88.4,11.8,47.2,79.2,19.4
2,75.2,62.4,65.2,46.6,60.8
3,82.8,40.8,57.2,66.8,73.4
4,89.4,65.8,49.2,58.2,79.8
5,88.6,45.4,73.4,63.6,81.8
6,88.4,62.0,76.2,50.6,70.2
7,88.0,56.8,56.6,70.0,79.2
8,90.8,85.4,29.8,14.8,78.6
9,88.8,70.6,54.4,72.2,68.8
10,80.0,53.4,72.6,79.0,71.2
11,86.4,67.4,75.4,67.0,58.6
12,88.2,56.2,64.4,75.6,83.6
13,94.2,47.8,70.0,80.8,66.4
14,88.2,59.6,81.8,47.0,67.2
15,94.0,68.4,58.0,61.0,82.8
