epoch,training_loss
1,1.2665301631617547
2,1.1143316309523583
3,1.0530459195145965
4,1.0122085203437508
5,0.9857128423854709
6,0.9637434031951427
7,0.9484643683150411
8,0.9255316597108543
9,0.9135248543252423
10,0.9094887143357098
11,0.8904251047524064
12,0.8819955045355856
13,0.8744863234692812
14,0.8706094512027502
15,0.8678551441547274
