epoch,aeroplane,cat,deer,dog,frog
1,87.8,51.8,43.4,25.6,73.0
2,89.6,1.8,66.2,66.6,72.8
3,85.4,29.6,55.6,72.2,72.4
4,80.2,69.2,67.6,3.8,80.0
5,47.8,45.0,58.4,71.4,57.6
6,88.8,29.8,81.6,49.4,69.2
7,87.6,59.0,67.2,42.0,74.8
8,81.0,58.6,71.8,52.2,75.6
9,86.0,73.6,36.8,39.4,85.0
10,95.0,45.2,61.0,64.2,79.6
11,89.4,60.4,66.8,34.8,85.4
12,83.8,18.4,63.2,87.0,79.6
13,62.4,59.8,50.4,46.0,90.6
14,80.2,54.4,75.8,70.4,38.6
15,91.8,42.8,38.6,77.2,65.2
