epoch,training_loss
1,1.3298197408032417
2,1.1742402103853227
3,1.082241563604474
4,1.0200537658919393
5,0.9579517639221996
6,0.9430772558370885
7,0.9016086729155481
8,0.8800443132700957
9,0.8795140985941887
10,0.8430989914489957
11,0.8294069451206177
12,0.8211528326119424
13,0.8108151886412222
14,0.813432691205594
15,0.8200584127772722
