epoch,aeroplane,cat,deer,dog,frog
1,90.02,0.0,32.64,84.38,15.16
2,81.82,87.08,35.84,18.06,39.48
3,80.82,50.42,80.28,31.46,64.66
4,89.74,67.64,51.52,44.3,77.74
5,89.2,55.72,65.82,45.94,68.1
6,57.84,66.92,44.34,42.26,92.32
7,87.66,81.82,62.2,44.64,56.28
8,83.74,85.08,57.24,52.9,71.62
9,87.54,43.82,77.92,75.32,77.58
10,90.38,51.72,65.74,81.82,51.14
11,90.48,56.26,84.0,73.18,54.36
12,91.74,55.4,76.68,44.48,81.3
13,72.56,45.7,75.48,77.48,85.42
