epoch,training_loss
1,1.371184376269579
2,1.2313964439183473
3,1.1619489474606515
4,1.078914099478051
5,1.0418148267868161
6,1.0160183499501645
7,1.001328878156729
8,0.9821427411871776
9,0.9662372178151086
10,0.9599260155723989
11,0.9548838512709736
12,0.9333522456433624
13,0.9320152134257556
14,0.9275663345623668
15,0.9164636802843213
